"","Domain","Mean","Head_Count","Poverty_Gap","Gini","Quintile_Share","Quantile_10","Quantile_25","Median","Quantile_75","Quantile_90"
"160","Nsem",68186.3245254763,0.879107142857143,0.266402418570195,0.144504762873977,2.07692278091604,46865.3111801269,55248.3491058808,65313.5111556489,77865.2496682737,93622.484475889
"161","Ntui",97570.1540221735,0.549464285714286,0.143360740961367,0.232597528637997,3.13454940730246,54641.0875743363,65619.4813541532,84816.2747015735,118453.193404173,161104.114686097
"162","Nwa",58801.2418820132,0.932884615384615,0.358146856206635,0.162916960253831,2.22773829283877,38746.6570990477,45893.9590384186,55556.2385132301,68683.1873487326,84187.1034487172
"163","Nyambaka",58493.2118423317,0.914259477427533,0.40388936890972,0.244408071883554,3.25568976695549,33939.4237582818,40346.4616161202,49782.9112129784,65362.473480769,87112.6748701862
"164","Nyé'été",181862.014766954,0.0106614899650234,0.000966320494732364,0.155839971251885,2.17855502057666,123122.270403216,145542.953437985,174326.580093966,208716.616320019,246664.069703733
"165","Obala",156656.2261172,0.387291358332844,0.103994587239244,0.35529560064435,5.85272232776351,57799.6877395704,72851.9753454684,117884.666740638,228722.044080219,315429.943388428
"166","Okola",108601.850433628,0.486913360077858,0.124484087573386,0.265869844853923,3.71871673023105,56171.596397763,69335.9103695278,91959.1187584498,136773.551189665,192524.338561349
"167","Oku",118234.073248858,0.404657604717221,0.105545109000936,0.256900178328005,3.6247043305376,57124.7745299717,72360.2337902614,106879.318397887,157787.263302101,196737.967414873
"168","Ombessa",83165.6899621604,0.669285714285714,0.174921413531111,0.179953469862369,2.46088256424055,52256.5282759813,62736.961550865,77092.4128358135,98968.271609637,126272.762584625
"169","PenkaMichel",107107.735379659,0.4125,0.082099293232587,0.201478168975789,2.68679755455636,64487.6830126394,78804.8914550073,97730.537200438,125132.339179167,166412.210517903
"170","Pété",56901.0852106215,0.940892857142857,0.378042594138647,0.163917095029757,2.27796303092107,37769.5310774693,44460.7636564909,53158.0178343821,65466.2601593958,83922.4083457957
"171","Pitoa",50508.6719036258,0.921387426013725,0.468441456768538,0.231920036220377,3.08694035065458,29995.7983469713,35872.9394671539,43502.2834119487,54556.8590643871,80263.3747558263
"172","Poli",44144.2518890913,0.984821428571429,0.512209000538691,0.179737745784935,2.46610305885006,27723.1498463701,33298.9977250763,41089.761069709,51823.2463175564,66122.093749976
"173","Porhi",40927.200246135,0.99462962962963,0.54672485595239,0.163664386104108,2.26140858971198,26724.3405205419,31656.2970286201,39027.0974338844,48032.8219301854,58153.7245709834
"174","Pouma",121055.018569495,0.319821428571429,0.068064273233345,0.224244592255985,3.130666463872,64300.5456553596,83713.925727252,110555.167432899,149648.561529281,196448.296124662
"175","Poumegne",169243.16241139,0.293571428571429,0.0644154500155784,0.33184029937563,5.17575583803427,65153.6988394707,85107.5652226414,127228.508574894,250735.520093533,332984.429183869
"176","ReyBouba",49941.6944640081,0.905617890744129,0.480334768628358,0.271269441944489,3.75805403798434,26519.6899586595,32497.6125975444,41205.7877295993,56401.8789597795,86394.5045364452
"177","Sa'a",151572.792016838,0.184370408888264,0.039424434863146,0.246021880753292,3.50089090670209,76537.3177362319,100030.657267616,139297.82101456,190552.193071332,245272.911765296
"178","Salapoumbé",139512.533573831,0.118214285714286,0.0198273883996573,0.158718929216286,2.29735313861603,85406.4114479313,111732.666887274,138008.482999093,165263.66857763,195138.667892158
"179","Sangmélima",217847.604048873,0.155107898722433,0.0402511316279417,0.274756866811028,5.01241816960158,73065.3337868123,140291.695977495,215234.22950083,281217.482595386,351994.665544908
"180","Santchou",112186.712834634,0.426851851851852,0.0945099829884464,0.241891598857714,3.29288911942924,61226.8409320182,75352.7457321131,97751.9342600421,131926.923591403,188333.400958534
"181","Soa",251688.363399029,0.00505676137955053,0.000495799985163582,0.180694961639104,2.54241547546017,149523.649044052,190687.909243587,247505.522103883,303257.173832159,359615.067648653
"182","Tchatibali",49579.4919495638,0.903805918308422,0.481869042272733,0.278668004174657,3.88208196471605,25424.5055038574,31394.2533265302,40617.9829147698,57090.281118226,87511.1759193003
"183","Tchéboa",86835.4878741098,0.646625436600897,0.25169230971208,0.309087406620723,4.48940687250791,39381.7170147947,48656.0048717034,67979.9218112544,114604.093191488,163954.056556515
"184","Tcholliré",108525.880174429,0.53700359131068,0.213547596651223,0.346587274438012,5.53486025360046,40299.3484401657,51299.7773400736,81351.8281808778,158096.835688686,206436.671141579
"185","Tibati",149574.550529997,0.320742760869546,0.0976881992516398,0.311818831032201,5.27305120603451,54931.5767285109,75274.1424260545,138519.58267301,198851.329106568,258314.233455404
"186","Tignère",100177.393414708,0.558456061503446,0.180616420288189,0.288810706704382,4.07041497830899,47596.1699118006,58048.088828981,81921.802550281,135231.720492197,178548.229944635
"187","Tiko",260369.123968794,0.00644403672064517,0.000550968494001403,0.190050451034268,2.63449080316299,156292.393424635,195501.157037633,249196.841431576,313399.303441152,381579.78765711
"188","Tokombéré",52981.9358524224,0.97125,0.416009171202455,0.157551276220255,2.22844916056673,34856.0999248534,42066.8940667307,50629.3114170878,61296.2532122722,75360.8941329767
"189","Touboro",57830.3687034933,0.875597430882693,0.406512338228066,0.255346743725773,3.5492352333967,31611.3047570005,38740.4035972335,49330.9426538603,65646.1436490275,99922.0075409864
"190","Touroua",42739.8143513809,0.983928571428571,0.528131374795574,0.184512695578115,2.53007496323038,26465.3940213546,32109.9146617109,39759.5629883892,49939.5743254871,64473.659938677
"191","Tubah",223464.761477236,0.0937440112134345,0.0249222692309939,0.274815154267826,4.31085078897609,93710.4478335318,142936.59720152,203844.583095635,289921.971288466,378280.304947985
"192","Yabassi",156834.390532449,0.14962962962963,0.0243685100280598,0.224493340297855,3.1144202767879,82133.6095838092,106149.117505554,146436.348329229,195613.729071358,244831.252886705
"193","Yagoua",80234.6960377475,0.741163591933746,0.381758856346367,0.413691632542393,6.76730505782628,30628.2815154435,37000.5837037284,47259.0475162431,95213.5194264314,192170.669782484
"194","Yaoundé1",246650.156934052,0.00932047833027239,0.000976181426865074,0.205115678002566,2.84923684801368,141129.086022643,181249.553848515,232821.504400723,296668.622089987,369033.599587371
"195","Yaoundé2",246448.099578592,0.01375,0.00144236846022473,0.214675565670054,3.05252940990599,128624.35818188,176514.724130977,233627.608897127,300318.16320092,387460.757213559
"196","Yaoundé3",263527.269418063,0.00339286113481067,0.00027591783690408,0.217835650011305,2.98716834708841,148180.62179979,186067.063257418,241322.100553834,320352.44954362,411685.296247221
"197","Yaoundé4",276901.454867426,0.00682462801484463,0.00112537255310945,0.192870074380902,2.66780252046988,166833.687473649,207987.669745957,263559.074314698,330906.030742874,404367.498665483
"198","Yaoundé5",298045.448238371,0.00276140907331568,0.00031847137911765,0.204124365027717,2.79765375986952,175572.227845589,217525.259904612,277589.508445099,358906.636093301,451657.243553417
"199","Yaoundé6",275453.209416524,0.00436620162138797,0.000509931187973463,0.196714395347031,2.71431698643326,163958.462509032,205857.833754725,260412.692135641,329386.856663771,407504.677562255
"200","Yokadouma",113782.937879406,0.530261020620966,0.206576216255756,0.360808587923911,5.78920915525074,42715.7537772944,52340.9584325002,81441.9485336565,161890.09069768,221675.220182386
"201","Zina",62623.0343563348,0.895769230769231,0.323198281802749,0.17268190378096,2.34893087201324,39504.8191703089,47867.892912636,59623.0358313114,74171.6648558416,90512.5874022839
"202","Zoétélé",123644.963923213,0.28375,0.0555310011854793,0.211324068553005,2.91814466488124,68859.1935905855,88043.1958869069,114300.971532412,150429.42330392,195479.271588086
